changes_mean,2020:Q2_over19,2020:Q3_over19,2020:Q4_over19,2021:Q1_over19,2021:Q2_over19,state,std_dev,zscore,percentile
0.9855234932944864,0.910113105267327,0.976587151453881,0.9870396094506964,1.0216110788018067,1.0322665214987201,NC,0.022632195985184882,0.39470907418133716,0.6534711974035975
0.986885152630087,0.9158743321633689,0.9776812396228822,0.9773056959920675,1.0282215859429202,1.0353429094291962,CA,0.022632195985184882,0.45487377655895733,0.6753999751676414
0.986972441786617,0.9128419830658028,0.9866931880348622,0.9937130610193069,1.0156205308107134,1.0259934460023996,NH,0.022632195985184882,0.4587306341342072,0.6767861937576203
0.989753483036498,0.9306461088741456,0.9770699824419352,0.9767406423996371,1.0271135673910854,1.0371971140756875,ND,0.022632195985184882,0.5816105018987613,0.7195854662663057
0.9903114435404049,0.9143289470557011,0.990583776435312,0.9929164121088268,1.0251040555468518,1.0286240265553328,MS,0.022632195985184882,0.6062638985144555,0.7278302362804978
0.9904921818881934,0.9136792919149107,0.9850402311591678,0.9954011974567182,1.0270473679949808,1.0312928209151897,KS,0.022632195985184882,0.6142497938251379,0.7304748631611105
0.9924437258311976,0.9073456289305938,0.9860640410067971,0.992027991479581,1.0337526045978143,1.0430283631412012,IN,0.022632195985184882,0.7004784542821968,0.7581857219873276
0.9937648141643504,0.9307912024871101,0.9974336842358459,1.00345645898281,1.0140614960478704,1.0230812290681148,AZ,0.022632195985184882,0.7588505333335447,0.7760290136673882
0.9938401161098656,0.9189977598452017,0.991835602238766,0.9959988041652733,1.0256160813172792,1.0367523329828072,SC,0.022632195985184882,0.7621777378860541,0.7770230344890526
0.9963567370538697,0.9284251092208211,0.9980792876757368,1.0002831459850732,1.0236053944509655,1.0313907479367523,ME,0.022632195985184882,0.8733742362572934,0.808770435447504
0.9968187174884573,0.9211722003105803,0.9923848140165176,0.9982634954665011,1.033810416002612,1.038462661646076,AR,0.022632195985184882,0.8937867686907335,0.8142820050923932
0.9980951291459534,0.9312091601222948,0.9922840954664528,0.9952879804109442,1.0300816252961171,1.0416127844339582,MT,0.022632195985184882,0.9501848158944468,0.8289908237212659
1.0031735135803843,0.9285951888361527,1.0082007138585436,1.0075439535765,1.032942393928941,1.0385853177017836,ID,0.022632195985184882,1.174572428910665,0.8799170904147882
1.0045898944583715,0.9217556574255985,0.9874335044035085,0.9982573839374479,1.052959959196481,1.062542967328822,IA,0.022632195985184882,1.2371549939836433,0.8919852267939136
1.008533277467918,0.9466106427491838,1.0074497225287113,1.01291296327352,1.0315227111128595,1.0441703476753157,UT,0.022632195985184882,1.4113927485580515,0.9209355800269621
1.0104125362720087,0.9392505897062426,1.0062592141804094,1.0202709504685408,1.036581184125365,1.0497007428794851,SD,0.022632195985184882,1.4944275015851436,0.932468041064308
1.0107534561640281,0.9419067766110495,1.0029230241760008,1.0068801330969306,1.0434454991544757,1.0586118477816842,WA,0.022632195985184882,1.5094909930926677,0.9344133223477074
1.0142395205185717,0.9325726714401474,0.9995552931485667,1.0193125626461745,1.0584543249521727,1.0613027504057968,NE,0.022632195985184882,1.6635221952272532,0.9518960241223061
