state,Jan_change_2021_19,Feb_change_2021_19,Mar_change_2021_19,Mar_change_2020_19,Apr_change_2021_19,Apr_change_2020_19,May_change_2021_19,May_change_2020_19,Jun_change_2021_19,Jun_change_2020_19,Jul_change_2021_19,Jul_change_2020_19,Aug_change_2021_19,Aug_change_2020_19,Sep_change_2021_19,Sep_change_2020_19,Oct_change_2021_19,Oct_change_2020_19,Nov_change_2020_19,Dec_change_2020_19,mean_jobs_changes,std_dev,zscore,percentile
HI,0.8250950570342205,0.8274134790528234,0.839185286517708,0.9958960328317374,0.8518462239781188,0.7746543078559489,0.8605323193916349,0.7744486692015209,0.8715372907153729,0.8019786910197869,0.8837103385456201,0.8043115226962197,0.8752279635258359,0.8010638297872341,0.8704208295488949,0.7726309415682712,0.8744884038199181,0.7917235106866757,0.808836926814455,0.8222525804493019,0.8363627102520649,0.02890450787789555,-3.650848885765288,0.00013068749864569756
NY,0.8990946096978273,0.900231614331393,0.9050944148528315,0.9946121681167126,0.9066580900746367,0.8017479911375215,0.907171831734257,0.8185738078451809,0.9080492636996792,0.8398317027838482,0.9120609939067332,0.8534451963215856,0.9134343588958621,0.8723404255319149,0.9165935657602156,0.8922254635957487,0.9220872051465332,0.8934647196977433,0.8923321576382802,0.8896968831592689,0.8919373231963886,0.02890450787789555,-1.7281518040819184,0.04198050594132754
NV,0.915226513050281,0.9160224129370876,0.9206911202379267,1.0133125619600623,0.9247843913473774,0.786370705499788,0.9317716785437098,0.7801453467861427,0.9403079966092116,0.8457897711217859,0.9420748873873874,0.8692286036036037,0.9438557091725736,0.8752193136360445,0.9480064466400394,0.8865531497442366,0.9540398740818468,0.8864637985309549,0.884735635378309,0.8856152512998267,0.9025107583784097,0.02890450787789555,-1.362346054103834,0.08654434992653837
VT,0.9103579347481786,0.9059640265067846,0.9083202511773941,0.9808477237048665,0.9192938209331653,0.7912988650693569,0.9279620853080568,0.8420221169036335,0.9303498266624645,0.8597541758588088,0.9507109004739336,0.8758293838862559,0.945253164556962,0.8914556962025316,0.9356168728195369,0.9127814779575008,0.9368855058674277,0.9092927370758007,0.910272669625872,0.9088310038119441,0.9076550119575237,0.02890450787789555,-1.1843719608985281,0.11813292721655982
MI,0.9139053454373437,0.9274885680174801,0.9300693006930071,0.9933174331743317,0.9265596505842358,0.7649323457234842,0.9269874147285949,0.7926694733998245,0.9310274944268055,0.8688103762750795,0.9382218519936061,0.8970439246234551,0.9371827696177513,0.9081210977855634,0.9415892580013944,0.9180855131463529,0.955050082528772,0.9257693264295567,0.920920088141386,0.903846153846154,0.9110798734287091,0.02890450787789555,-1.0658831256741617,0.1432382389368969
AK,0.9219793564055859,0.9264884568651276,0.9272286234081262,0.996664645239539,0.927250682024856,0.862382540163686,0.925903431521409,0.8603097479501974,0.909310761789601,0.8591293833131801,0.9226118500604594,0.8666868198307134,0.9264082374318594,0.880678376741369,0.9233785822021117,0.8895927601809954,0.9391646489104117,0.9213075060532687,0.9227272727272727,0.9217944831767203,0.9115499082998244,0.02890450787789555,-1.0496214798056032,0.1469460887005859
MA,0.9244219298962334,0.92784149589607,0.9308266594271752,1.0043165467625899,0.9307908839928545,0.8232284956422887,0.9314406115778383,0.8348145546881331,0.9332559958993175,0.8537782933606712,0.9436388140161726,0.8756064690026955,0.9439954743817683,0.8940251064059049,0.9482707496563065,0.9006119093188129,0.9541867542891002,0.9010746316895148,0.9052512643925535,0.9028622155269812,0.913211942791149,0.02890450787789555,-0.99212060491281,0.16056934815174895
LA,0.9188282423635453,0.9182304959215334,0.9194889779559118,0.9875250501002003,0.9179597557313045,0.8557413154469916,0.9178439034164914,0.86804929365795,0.9225861549281624,0.8892293780769617,0.9302044516064055,0.9019035149561889,0.9276497464477581,0.907415775468193,0.9134842173934862,0.9049530787373914,0.9313479308959421,0.9133186018481317,0.9179201764941837,0.9219558771797577,0.9142817969313246,0.02890450787789555,-0.9551072039341434,0.1697617431412361
RI,0.919594997022037,0.9231074905622889,0.929011731954663,0.9982103797971764,0.9294795391338896,0.7930075486690504,0.9322606277314264,0.8230035756853398,0.9366309098132698,0.8661104489471594,0.9453140479492769,0.8852783831979394,0.9467537608867775,0.9051860649247823,0.9545815152717176,0.9174930583101945,0.9498513379583746,0.9155599603567889,0.9174747674648723,0.9072532699167657,0.9147581707776894,0.02890450787789555,-0.9386262505694577,0.17396133510474487
NJ,0.9240348990080076,0.9261736948990563,0.9299367617229448,1.0015988545519627,0.9304843440726874,0.8376219206829942,0.9362830589865495,0.8407673746326779,0.939071774212772,0.8521370169960192,0.9414547183265984,0.8805324459234609,0.9462094549605251,0.89774564824503,0.9535293417450303,0.91905725508868,0.9577206757078278,0.9189864382583869,0.9195211173927502,0.9187705034945086,0.9185818649454234,0.02890450787789555,-0.8063391283016499,0.21002366750302265
CT,0.9273156342182891,0.9287062153555845,0.9319374815688587,0.9928044824535535,0.9316012725344645,0.8270884882761871,0.936870026525199,0.847332743884468,0.9391381345926801,0.8801062573789847,0.9435184639849225,0.8981683255786559,0.9471261654667769,0.9143750737637201,0.9497289014615747,0.9247996228194248,0.9522351139643088,0.9292066670593085,0.9275242861348248,0.9276560562215792,0.9228619706621684,0.02890450787789555,-0.6582616818761342,0.2551849978361306
CA,0.9161279513798621,0.9240303278593933,0.9304190988769094,1.0075026362950112,0.9356281994437503,0.8606381324749659,0.9398041391842391,0.8702005186918843,0.9427014237062306,0.896590341310453,0.947347303741746,0.8978700476889214,0.9515481799082941,0.9020487838387076,0.9539438311502602,0.9079734599325059,0.9579190817462809,0.9115952374154127,0.911898362224095,0.9079199968098984,0.9236853526839409,0.02890450787789555,-0.6297753978248413,0.26442077209182646
PA,0.9327104349264098,0.935246443929871,0.9365184218783544,0.9987449011609664,0.935134599831647,0.8191361183092082,0.9385410304240883,0.8509830463707347,0.940995940995941,0.8862983862983862,0.9453661751379849,0.907751874124722,0.9446062221344784,0.9133968379316585,0.9450113565291813,0.9221337107870567,0.9478741608529683,0.9257108068974595,0.9268886148787505,0.9210080718078548,0.9237028577603862,0.02890450787789555,-0.6291697803025081,0.2646189553646555
NM,0.9177581120943952,0.9218823529411765,0.9297874838558177,1.0086885053422567,0.9274885415442473,0.8911740510048184,0.9349126304679254,0.8885891872874399,0.9376465072667604,0.9072902015939991,0.9409361503443445,0.9095365939068519,0.9452022851812988,0.9081263845167307,0.9460812856643763,0.9161523232793758,0.9501162790697675,0.9156976744186046,0.9131698244798326,0.9041700545940295,0.9257203214427026,0.02890450787789555,-0.559372235544474,0.28795385289577535
IL,0.9252055376669227,0.9325215626585489,0.9359952928100943,0.9954889430070444,0.9347137915279682,0.8678611056719536,0.935873575603226,0.8701146047605055,0.9394443628770454,0.8866376286725722,0.9452742808688279,0.9071489139651686,0.9465735999217195,0.919077595485828,0.9493274128248661,0.9232728222541465,0.955473976178822,0.9244248653940285,0.9216067114970294,0.9195197938245225,0.9267778188735422,0.02890450787789555,-0.5227863356804491,0.30056147479046413
