"Food Scarcity, Household Pulse Survey","","","","","","",""
"Adults in households where there was either sometimes or often not enough to eat in the last 7 days","","","","","","",""
"","","Total Food Scarcity","","Percent Food Scarcity","","",""
"Week","Area","Number","Margin of Error +/-","Percent","MOE +/-","Measure Universe","Total Population age 18+"
"10","District of Columbia","76617","17215","14.2","3.2","539718","542635"
"10","Florida","1880089","320084","11.3","1.9","16614694","17085385"
"10","Georgia","1031499","256404","13.3","3.3","7783471","7955983"
"10","Hawaii","104494","25918","10.2","2.5","1023427","1073229"
"10","Idaho","106983","30359","8.3","2.3","1285529","1343198"
"10","Illinois","1128897","306081","12","3.3","9385333","9546424"
"10","Indiana","451036","105406","9.2","2.1","4898562","5015550"
"10","Iowa","163972","56280","7.2","2.5","2284057","2342905"
"10","Kansas","146446","33179","7","1.6","2103976","2140957"
"10","Kentucky","470423","90165","14.5","2.7","3238251","3344102"
"10","Louisiana","589110","117722","17.6","3.5","3347924","3431432"
"10","Maine","85019","21389","8.1","2","1044404","1065620"
"10","Maryland","536207","95867","11.9","2.1","4517851","4586920"
"10","Massachusetts","285966","65979","5.5","1.3","5175634","5324065"
"10","Michigan","453868","82206","6.2","1.1","7312705","7644458"
"10","Minnesota","313543","103727","7.5","2.5","4160273","4241624"
"10","Mississippi","230562","48205","10.7","2.3","2146710","2189670"
"10","Missouri","361382","113939","8.1","2.5","4468211","4617880"
"10","Montana","93841","36219","11.7","4.5","804125","822204"
"10","Nebraska","116767","33635","8.3","2.4","1401628","1418191"
"10","Nevada","417785","86467","17.8","3.7","2348006","2399457"
"10","New Hampshire","66208","22561","6.3","2.2","1046221","1073014"
"10","New Jersey","555901","128676","8.4","2","6590291","6776822"
"10","New Mexico","203879","57290","13.2","3.6","1542012","1589574"
"10","New York","1430105","294421","10.1","2.1","14202708","14847080"
"10","North Carolina","637032","188229","8.2","2.4","7785439","8017566"
"10","North Dakota","33985","12501","6.2","2.3","548545","561016"
"10","Ohio","1479578","289071","17.2","3.4","8620943","8822539"
"10","Oklahoma","372776","75710","12.9","2.6","2886276","2916436"
"10","Oregon","314816","89478","9.7","2.8","3231748","3302727"
"10","Pennsylvania","854281","146933","8.9","1.5","9587619","9776154"
"10","Rhode Island","80428","20062","10.1","2.5","798792","817559"
"10","South Carolina","464794","105611","12.1","2.8","3854748","3969123"
"10","South Dakota","71618","19101","11.4","3","629456","642658"
"10","Tennessee","636798","124182","12.6","2.5","5065421","5221475"
"10","Texas","2874940","352131","13.9","1.7","20695463","21356906"
"10","Utah","224599","60314","10","2.7","2243399","2281207"
"10","Vermont","39021","13304","8.1","2.8","481824","485485"
"10","Virginia","531429","135482","8.4","2.1","6344944","6472737"
"10","Washington","426427","80647","7.5","1.4","5693958","5890357"
"10","West Virginia","148009","38058","11.1","2.8","1334777","1379576"
"10","Wisconsin","302363","89611","6.9","2","4372890","4438719"
"10","Wyoming","52910","17797","12.3","4.2","429074","433400"
"10","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","473719","160107","10.8","3.4","4375486","4486856"
"10","Boston-Cambridge-Newton, MA-NH Metro Area","177472","52592","4.9","1.4","3634606","3749859"
"10","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","867251","229309","12.4","3.2","6983861","7129021"
"10","Dallas-Fort Worth-Arlington, TX Metro Area","570628","169632","10.4","2.9","5498232","5624356"
"10","Detroit-Warren-Dearborn, MI Metro Area","292836","68238","8.2","2","3577166","3731690"
"10","Houston-The Woodlands-Sugar Land, TX Metro Area","924219","224214","18.1","3.9","5093937","5350395"
"10","Los Angeles-Long Beach-Anaheim, CA Metro Area","1222452","337357","12","3","10204181","10385710"
"10","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","837913","254609","17.4","4.6","4821496","4984689"
"10","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1459205","292162","10.8","2.1","13572408","14044650"
"10","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","495611","125543","9.9","2.4","5021889","5185856"
"10","Phoenix-Mesa-Chandler, AZ Metro Area","420193","95385","10.9","2.4","3845393","3946477"
"10","Riverside-San Bernardino-Ontario, CA Metro Area","492221","134744","11.9","3.3","4132595","4201530"
"10","San Francisco-Oakland-Berkeley, CA Metro Area","248520","110851","7.3","2.9","3390200","3460016"
"10","Seattle-Tacoma-Bellevue, WA Metro Area","237517","62455","7.7","2","3065909","3238953"
"10","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","431668","91395","9.3","1.9","4657086","4735225"
"9","United States","25359019","1141726","10.4","0.5","242927404","249170916"
"9","Alabama","492163","100741","13.7","2.9","3592476","3717378"
"9","Alaska","60984","14277","11.8","2.8","515230","524925"
"9","Arizona","507402","131578","9.4","2.4","5400590","5597268"
"9","Arkansas","208775","40741","9.4","1.9","2210376","2246527"
"9","California","3817665","589699","13.1","2","29039980","29939021"
"9","Colorado","269282","75670","6.1","1.7","4394051","4454718"
"9","Connecticut","247833","48993","9.2","1.8","2689369","2732423"
"9","Delaware","83220","19888","11.3","2.7","736584","754637"
"9","District of Columbia","90314","24314","17.5","4.8","516894","542635"
"9","Florida","1918296","336507","11.5","2","16623516","17085385"
"9","Georgia","949272","212177","12.3","2.8","7712938","7955983"
"9","Hawaii","60970","14429","5.9","1.4","1040871","1073229"
"9","Idaho","111820","21651","8.5","1.7","1311151","1343198"
"9","Illinois","749995","189016","8.1","2","9315022","9546424"
"9","Indiana","596222","99017","12.1","2","4915334","5015550"
"9","Iowa","104934","31726","4.6","1.4","2304741","2342905"
"9","Kansas","172191","54842","8.3","2.6","2070632","2140957"
"9","Kentucky","384215","87464","11.7","2.7","3287245","3344102"
"9","Louisiana","385396","96584","11.4","2.9","3370102","3431432"
"9","Maine","110431","25049","10.5","2.4","1047867","1065620"
"9","Maryland","465376","94284","10.4","2.1","4475358","4586920"
"9","Massachusetts","222057","69858","4.3","1.3","5220519","5324065"
"9","Michigan","521618","123913","7","1.7","7434858","7644458"
"9","Minnesota","338919","110821","8.2","2.7","4138940","4241624"
"9","Mississippi","333934","83080","15.5","3.8","2152939","2189670"
"9","Missouri","447903","114090","10","2.5","4495002","4617880"
"9","Montana","48642","15290","6","1.9","809258","822204"
"9","Nebraska","103076","25004","7.5","1.8","1381446","1418191"
"9","Nevada","299386","85127","12.8","3.7","2334523","2399457"
"9","New Hampshire","94478","30873","8.9","2.9","1058040","1073014"
"9","New Jersey","713752","181304","10.8","2.8","6588613","6776822"
"9","New Mexico","159781","46964","10.3","3","1550274","1589574"
"9","New York","1311085","326320","9","2.3","14490000","14847080"
"9","North Carolina","789481","203717","10.2","2.6","7738940","8017566"
"9","North Dakota","37273","11920","7","2.2","536088","561016"
"9","Ohio","753440","154194","8.8","1.8","8568200","8822539"
"9","Oklahoma","250629","59783","8.8","2.1","2844430","2916436"
"9","Oregon","325912","73150","10","2.3","3259829","3302727"
"9","Pennsylvania","956563","225844","10","2.4","9519974","9776154"
"9","Rhode Island","65718","17806","8.4","2.2","781957","817559"
"9","South Carolina","539210","103487","13.9","2.7","3888479","3969123"
"9","South Dakota","74585","23604","11.9","3.8","625772","642658"
"9","Tennessee","615280","114879","12.2","2.3","5053992","5221475"
"9","Texas","2642086","307848","12.7","1.5","20867218","21356906"
"9","Utah","195511","39128","8.8","1.8","2227428","2281207"
"9","Vermont","18193","7843","3.8","1.7","474957","485485"
"9","Virginia","682073","142721","10.7","2.2","6363075","6472737"
"9","Washington","464544","126122","8","2.2","5789184","5890357"
"9","West Virginia","166636","52505","12.3","3.9","1354955","1379576"
"9","Wisconsin","356825","120123","8.1","2.7","4382340","4438719"
"9","Wyoming","43674","14161","10.3","3.4","425849","433400"
"9","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","362664","101252","7.9","2.2","4603574","4760451"
"9","Boston-Cambridge-Newton, MA-NH Metro Area","203518","53518","5.5","1.4","3686638","3757676"
"9","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","525850","126812","7.5","1.7","7033091","7218480"
"9","Dallas-Fort Worth-Arlington, TX Metro Area","630474","125511","11.9","2.3","5309536","5470197"
"9","Detroit-Warren-Dearborn, MI Metro Area","310433","96337","8.3","2.4","3756532","3856313"
"9","Houston-The Woodlands-Sugar Land, TX Metro Area","942083","238271","16.9","3.8","5585303","5731397"
"9","Los Angeles-Long Beach-Anaheim, CA Metro Area","1418289","309297","14.2","2.9","10006066","10278916"
"9","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","683834","143771","14.4","3","4749148","4892933"
"9","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1539127","305799","11.4","2.2","13490233","13838022"
"9","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","595947","187242","11.4","3.6","5245056","5373340"
"9","Phoenix-Mesa-Chandler, AZ Metro Area","417002","126932","10.8","3.2","3845114","4004624"
"9","Riverside-San Bernardino-Ontario, CA Metro Area","459906","131919","11.8","3.1","3907737","3998786"
"9","San Francisco-Oakland-Berkeley, CA Metro Area","507262","194120","13.6","4.5","3718884","3786897"
"9","Seattle-Tacoma-Bellevue, WA Metro Area","329377","118000","10.5","3.6","3122550","3179111"
"9","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","344822","79271","7.7","1.8","4505778","4633575"
"8","United States","23678322","1213808","9.7","0.5","243760956","249170916"
"8","Alabama","446774","111005","12.2","3","3650767","3717378"
"8","Alaska","40157","9020","7.8","1.8","514713","524925"
"8","Arizona","448943","99933","8.2","1.8","5497564","5597268"
"8","Arkansas","241664","58647","10.8","2.6","2229181","2246527"
"8","California","2889539","517427","9.9","1.8","29154506","29939021"
"8","Colorado","242413","82723","5.5","1.9","4394950","4454718"
"8","Connecticut","272677","61698","10.2","2.3","2669302","2732423"
"8","Delaware","43567","13464","6.2","1.9","704262","754637"
"8","District of Columbia","53075","15800","10","3","528457","542635"
"8","Florida","1938190","349097","11.6","2.1","16639368","17085385"
"8","Georgia","877885","198735","11.2","2.5","7813929","7955983"
"8","Hawaii","86652","26900","8.2","2.6","1051558","1073229"
"8","Idaho","63944","19237","4.8","1.5","1324420","1343198"
"8","Illinois","777867","184230","8.3","2","9400745","9546424"
"8","Indiana","571500","141054","11.6","2.8","4937466","5015550"
"8","Iowa","185037","61063","8","2.7","2301073","2342905"
"8","Kansas","163793","45554","7.8","2.2","2089595","2140957"
"8","Kentucky","339091","113766","10.4","3.5","3259655","3344102"
"8","Louisiana","452970","92287","13.6","2.8","3340464","3431432"
"8","Maine","62933","22199","6","2.1","1054462","1065620"
"8","Maryland","424512","87342","9.4","1.9","4508662","4586920"
"8","Massachusetts","322833","76797","6.1","1.5","5251502","5324065"
"8","Michigan","722314","168762","9.7","2.2","7459215","7644458"
"8","Minnesota","213372","61959","5.2","1.5","4136228","4241624"
"8","Mississippi","273529","63671","12.7","3","2146133","2189670"
"8","Missouri","272718","70311","6","1.5","4578214","4617880"
"8","Montana","75497","19325","9.3","2.4","811674","822204"
"8","Nebraska","120911","25489","8.7","1.8","1390677","1418191"
"8","Nevada","359289","76566","15.5","3.3","2317767","2399457"
"8","New Hampshire","73949","31991","7","3","1058161","1073014"
"8","New Jersey","667190","140617","10.1","2.1","6601631","6776822"
"8","New Mexico","158934","40213","10.2","2.6","1554689","1589574"
"8","New York","1695725","337203","11.8","2.3","14405228","14847080"
"8","North Carolina","882979","188463","11.4","2.5","7726964","8017566"
"8","North Dakota","55000","20221","9.9","3.6","556294","561016"
"8","Ohio","892638","272515","10.4","3.1","8614323","8822539"
"8","Oklahoma","356548","74006","12.4","2.6","2882925","2916436"
"8","Oregon","305798","80356","9.4","2.5","3261362","3302727"
"8","Pennsylvania","912898","177302","9.5","1.9","9577268","9776154"
"8","Rhode Island","60787","21225","7.7","2.6","794453","817559"
"8","South Carolina","345601","99485","8.8","2.6","3909306","3969123"
"8","South Dakota","45708","12177","7.4","1.9","616662","642658"
"8","Tennessee","464717","135188","9.1","2.6","5129202","5221475"
"8","Texas","2373722","376367","11.4","1.8","20887249","21356906"
"8","Utah","123412","35193","5.5","1.6","2247270","2281207"
"8","Vermont","28992","15001","6","3.1","482246","485485"
"8","Virginia","451755","114703","7.1","1.8","6359432","6472737"
"8","Washington","425278","108812","7.3","1.9","5792419","5890357"
"8","West Virginia","103532","33098","7.7","2.5","1343937","1379576"
"8","Wisconsin","244321","70589","5.6","1.6","4375303","4438719"
"8","Wyoming","25194","8460","5.9","2","428121","433400"
"8","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","350159","111471","7.9","2.5","4459900","4527471"
"8","Boston-Cambridge-Newton, MA-NH Metro Area","229538","67300","6","1.8","3819243","3866129"
"8","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","668920","166231","9.4","2.1","7127708","7233165"
"8","Dallas-Fort Worth-Arlington, TX Metro Area","533420","139196","9.2","2.3","5800405","5885504"
"8","Detroit-Warren-Dearborn, MI Metro Area","473569","127090","13","3.4","3654521","3721741"
"8","Houston-The Woodlands-Sugar Land, TX Metro Area","795443","178309","14.2","3","5598905","5776875"
"8","Los Angeles-Long Beach-Anaheim, CA Metro Area","758620","173795","7.5","1.8","10055266","10265915"
"8","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","615849","177146","14.4","3.9","4271640","4394658"
"8","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1916856","352694","13.4","2.5","14288940","14574230"
"8","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","475041","126207","9.7","2.5","4874240","5045198"
"8","Phoenix-Mesa-Chandler, AZ Metro Area","301630","72662","8","1.9","3777991","3833985"
"8","Riverside-San Bernardino-Ontario, CA Metro Area","424371","132373","10.3","3","4121962","4174788"
"8","San Francisco-Oakland-Berkeley, CA Metro Area","272116","115248","7.9","2.9","3435898","3507547"
"8","Seattle-Tacoma-Bellevue, WA Metro Area","302614","83838","10.6","2.7","2862338","2916323"
"8","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","297049","69810","6.6","1.5","4517115","4622240"
"7","United States","24492714","1172887","10.1","0.5","243326699","249170916"
"7","Alabama","543239","151004","15.1","4.2","3595608","3717378"
"7","Alaska","46178","13121","8.9","2.5","520992","524925"
"7","Arizona","406326","117782","7.4","2.1","5463350","5597268"
"7","Arkansas","259346","78007","11.7","3.5","2217373","2246527"
"7","California","3496979","577562","11.9","2","29328649","29939021"
"7","Colorado","293303","108285","6.6","2.4","4430899","4454718"
"7","Connecticut","270261","69841","10.3","2.7","2617910","2732423"
"7","Delaware","55233","19469","7.5","2.6","739486","754637"
"7","District of Columbia","47730","17270","8.9","3.2","537542","542635"
"7","Florida","2101413","407541","12.6","2.5","16663194","17085385"
"7","Georgia","874154","240651","11.2","3.1","7805093","7955983"
"7","Hawaii","67728","22154","6.5","2.1","1041183","1073229"
"7","Idaho","75573","28998","5.7","2.2","1324610","1343198"
"7","Illinois","903174","197403","9.6","2.1","9380567","9546424"
"7","Indiana","404300","116135","8.2","2.4","4921815","5015550"
"7","Iowa","154463","62796","6.7","2.7","2315988","2342905"
"7","Kansas","199014","48329","9.4","2.3","2121291","2140957"
"7","Kentucky","433774","109821","13.3","3.3","3264262","3344102"
"7","Louisiana","272644","79761","8.3","2.4","3285808","3431432"
"7","Maine","81478","25465","7.7","2.4","1058199","1065620"
"7","Maryland","632271","141437","14","3.1","4522776","4586920"
"7","Massachusetts","252373","92270","4.8","1.8","5213681","5324065"
"7","Michigan","947014","212671","12.9","2.8","7351305","7644458"
"7","Minnesota","174452","59840","4.2","1.4","4165279","4241624"
"7","Mississippi","356820","77480","16.7","3.6","2137254","2189670"
"7","Missouri","517046","114526","11.5","2.6","4485019","4617880"
"7","Montana","65676","23386","8.1","2.9","812338","822204"
"7","Nebraska","132954","45679","9.6","3.3","1389592","1418191"
"7","Nevada","213536","59579","9.3","2.5","2288567","2399457"
"7","New Hampshire","77844","37066","7.3","3.5","1062634","1073014"
"7","New Jersey","435282","135340","6.5","2","6679273","6776822"
"7","New Mexico","106121","40440","6.7","2.6","1578476","1589574"
"7","New York","1413420","449600","9.8","3.1","14366664","14847080"
"7","North Carolina","803583","195209","10.2","2.5","7897152","8017566"
"7","North Dakota","55256","24439","10","4.4","553710","561016"
"7","Ohio","631068","186385","7.5","2.2","8366127","8822539"
"7","Oklahoma","364139","92501","12.8","3.3","2851398","2916436"
"7","Oregon","230009","55620","7","1.7","3274584","3302727"
"7","Pennsylvania","652575","219977","6.9","2.3","9461928","9776154"
"7","Rhode Island","50346","16545","6.3","2.1","805323","817559"
"7","South Carolina","449722","123883","11.6","3.2","3889483","3969123"
"7","South Dakota","84650","37346","13.5","5.9","627763","642658"
"7","Tennessee","570797","170491","11.1","3.3","5153244","5221475"
"7","Texas","2842738","393648","13.8","1.9","20661848","21356906"
"7","Utah","91869","34080","4.1","1.5","2258891","2281207"
"7","Vermont","38589","16298","8.1","3.4","477364","485485"
"7","Virginia","559986","139182","8.8","2.2","6371408","6472737"
"7","Washington","290947","117577","5","2","5795029","5890357"
"7","West Virginia","106620","38168","7.8","2.8","1369178","1379576"
"7","Wisconsin","321822","81843","7.3","1.9","4399375","4438719"
"7","Wyoming","36880","15201","8.7","3.5","426220","433400"
"7","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","483762","137872","11","3.2","4381135","4479892"
"7","Boston-Cambridge-Newton, MA-NH Metro Area","156456","67996","4.4","1.9","3577152","3645033"
"7","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","782363","190505","11.4","2.8","6879946","7002509"
"7","Dallas-Fort Worth-Arlington, TX Metro Area","841844","276248","14.4","4.4","5828241","6047865"
"7","Detroit-Warren-Dearborn, MI Metro Area","353837","116173","10.9","3.3","3245590","3466514"
"7","Houston-The Woodlands-Sugar Land, TX Metro Area","881381","246893","15.8","4","5580912","5760948"
"7","Los Angeles-Long Beach-Anaheim, CA Metro Area","1585940","483627","14.8","4.4","10690663","10891729"
"7","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","580981","213343","12.5","4.5","4633910","4732724"
"7","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1306766","394111","9.3","2.8","14065685","14548330"
"7","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","289948","106483","6","2.1","4807955","5004652"
"7","Phoenix-Mesa-Chandler, AZ Metro Area","251636","90849","6.6","2.4","3798376","3836956"
"7","Riverside-San Bernardino-Ontario, CA Metro Area","314183","109310","8.4","2.7","3747760","3922098"
"7","San Francisco-Oakland-Berkeley, CA Metro Area","265211","108371","7.5","2.8","3516728","3558335"
"7","Seattle-Tacoma-Bellevue, WA Metro Area","171788","105169","5.4","3.2","3192889","3237492"
"7","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","472816","159700","10.2","3.3","4616523","4706409"
"6","United States","24953623","1051475","10.3","0.4","242251756","249170916"
"6","Alabama","503804","107506","13.9","2.9","3624865","3717378"
"6","Alaska","27317","9039","5.3","1.8","517701","524925"
"6","Arizona","495741","123071","9.1","2.2","5440909","5597268"
"6","Arkansas","324442","61879","14.9","2.9","2182187","2246527"
"6","California","2859037","442969","9.8","1.5","29164262","29939021"
"6","Colorado","270625","109306","6.3","2.5","4314570","4454718"
"6","Connecticut","269616","79915","10.2","3","2647397","2732423"
"6","Delaware","81165","23031","11.1","3.2","732841","754637"
"6","District of Columbia","37161","13321","7","2.5","534671","542635"
"6","Florida","1770199","278596","10.7","1.7","16545786","17085385"
"6","Georgia","938587","172246","12","2.2","7833040","7955983"
"6","Hawaii","74069","23997","7.3","2.4","1019245","1073229"
"6","Idaho","106304","33262","8.2","2.5","1299103","1343198"
"6","Illinois","927752","184426","10.1","2","9145477","9546424"
"6","Indiana","488567","93368","10","1.9","4863164","5015550"
"6","Iowa","124425","38911","5.5","1.7","2279752","2342905"
"6","Kansas","208832","52173","10","2.5","2097774","2140957"
"6","Kentucky","385818","87699","11.8","2.7","3265470","3344102"
"6","Louisiana","525684","89145","15.6","2.6","3372497","3431432"
"6","Maine","73620","24314","7","2.3","1049366","1065620"
"6","Maryland","397756","106957","8.9","2.4","4453736","4586920"
"6","Massachusetts","341435","86775","6.6","1.6","5183823","5324065"
"6","Michigan","678965","191629","9.3","2.6","7307897","7644458"
"6","Minnesota","155317","62871","3.8","1.5","4112861","4241624"
"6","Mississippi","445945","85844","21","4.1","2127193","2189670"
"6","Missouri","470470","161513","10.6","3.6","4447235","4617880"
"6","Montana","55786","13461","7.1","1.8","785765","822204"
"6","Nebraska","104928","28724","7.5","2","1404968","1418191"
"6","Nevada","306378","76443","13","3.2","2362062","2399457"
"6","New Hampshire","62485","26836","6","2.6","1044330","1073014"
"6","New Jersey","719199","188590","11","2.9","6549494","6776822"
"6","New Mexico","194361","66293","12.5","4.3","1556743","1589574"
"6","New York","1440807","350193","10.2","2.5","14190838","14847080"
"6","North Carolina","889994","247967","11.4","3.1","7812581","8017566"
"6","North Dakota","57648","17999","10.4","3.2","556083","561016"
"6","Ohio","756473","239978","8.7","2.8","8660221","8822539"
"6","Oklahoma","323893","66400","11.5","2.3","2817496","2916436"
"6","Oregon","302530","61306","9.3","1.9","3237866","3302727"
"6","Pennsylvania","761636","202369","8","2.1","9544780","9776154"
"6","Rhode Island","44041","15120","5.6","1.9","789262","817559"
"6","South Carolina","428030","91038","11.2","2.4","3815403","3969123"
"6","South Dakota","37095","12264","5.9","1.9","632915","642658"
"6","Tennessee","780316","132897","15.2","2.6","5127144","5221475"
"6","Texas","2946231","431414","14.2","2.1","20818344","21356906"
"6","Utah","132645","37163","5.9","1.7","2234341","2281207"
"6","Vermont","28276","12317","6","2.6","473529","485485"
"6","Virginia","557714","194229","8.8","3.1","6348556","6472737"
"6","Washington","488204","132386","8.4","2.3","5779639","5890357"
"6","West Virginia","271058","69126","20.2","5.2","1342584","1379576"
"6","Wisconsin","253271","69749","5.8","1.6","4373931","4438719"
"6","Wyoming","27970","9989","6.5","2.3","430057","433400"
"6","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","551202","147589","11.5","2.9","4779801","4854499"
"6","Boston-Cambridge-Newton, MA-NH Metro Area","161658","61878","4.7","1.8","3445223","3575141"
"6","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","814837","186941","12.2","2.7","6676798","6931752"
"6","Dallas-Fort Worth-Arlington, TX Metro Area","653560","226850","10.3","3.4","6342588","6520626"
"6","Detroit-Warren-Dearborn, MI Metro Area","352799","100040","10.7","2.9","3308913","3540040"
"6","Houston-The Woodlands-Sugar Land, TX Metro Area","1150815","288976","20.2","4.6","5693738","5851032"
"6","Los Angeles-Long Beach-Anaheim, CA Metro Area","1058838","257241","10.7","2.4","9876824","10251593"
"6","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","641217","144788","14.3","3.1","4491225","4625494"
"6","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1692626","399001","12.1","2.7","13977122","14625880"
"6","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","440905","119122","9.4","2.4","4711232","4861090"
"6","Phoenix-Mesa-Chandler, AZ Metro Area","297421","99747","7.8","2.6","3808473","3902414"
"6","Riverside-San Bernardino-Ontario, CA Metro Area","628213","246798","15","5.5","4192753","4417315"
"6","San Francisco-Oakland-Berkeley, CA Metro Area","205828","92448","6.5","2.9","3163923","3264739"
"6","Seattle-Tacoma-Bellevue, WA Metro Area","278682","107006","8.6","3.2","3259078","3317524"
"6","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","297072","89727","6.5","1.9","4555808","4689114"
"5","United States","25912441","976839","10.7","0.4","242715813","249170916"
"5","Alabama","442695","86462","12.2","2.4","3639208","3717378"
"5","Alaska","35179","11355","6.8","2.2","515465","524925"
"5","Arizona","582922","88591","10.7","1.6","5470740","5597268"
"5","Arkansas","235495","51267","10.7","2.3","2193059","2246527"
"5","California","3310359","469526","11.5","1.6","28890082","29939021"
"5","Colorado","253176","55271","5.8","1.3","4370640","4454718"
"5","Connecticut","256692","62714","9.7","2.4","2659600","2732423"
"5","Delaware","75288","17846","10.2","2.4","739616","754637"
"5","District of Columbia","55076","18469","10.3","3.5","532792","542635"
"5","Florida","2506937","269850","15.1","1.7","16617091","17085385"
"5","Georgia","982692","197606","12.7","2.5","7730145","7955983"
"5","Hawaii","81733","25580","7.8","2.4","1052676","1073229"
"5","Idaho","123464","26594","9.4","2","1316422","1343198"
"5","Illinois","846111","182929","9.2","2","9210161","9546424"
"5","Indiana","635023","103040","13","2.1","4893832","5015550"
"5","Iowa","157784","35509","6.8","1.5","2310663","2342905"
"5","Kansas","151068","33394","7.2","1.6","2089568","2140957"
"5","Kentucky","476725","93122","14.5","2.8","3295474","3344102"
"5","Louisiana","468705","78663","14.1","2.4","3329019","3431432"
"5","Maine","52386","19142","5","1.8","1046010","1065620"
"5","Maryland","414901","83018","9.3","1.9","4443917","4586920"
"5","Massachusetts","349724","86096","6.8","1.7","5132717","5324065"
"5","Michigan","883641","168212","11.7","2.2","7526724","7644458"
"5","Minnesota","210239","54863","5","1.3","4193691","4241624"
"5","Mississippi","443081","76477","21","3.5","2113459","2189670"
"5","Missouri","336359","91921","7.4","2","4536372","4617880"
"5","Montana","49896","16256","6.2","2","809221","822204"
"5","Nebraska","115638","29665","8.3","2.1","1395724","1418191"
"5","Nevada","198384","53806","8.6","2.3","2317569","2399457"
"5","New Hampshire","70144","19794","6.7","1.9","1045332","1073014"
"5","New Jersey","666152","135809","10.2","2","6562237","6776822"
"5","New Mexico","188732","38932","12.3","2.5","1534695","1589574"
"5","New York","1580691","391495","11","2.7","14402961","14847080"
"5","North Carolina","842512","172700","10.7","2.2","7895322","8017566"
"5","North Dakota","35286","9568","6.4","1.8","550739","561016"
"5","Ohio","898590","220282","10.4","2.5","8614625","8822539"
"5","Oklahoma","432345","78191","15.3","2.8","2818029","2916436"
"5","Oregon","250320","57824","7.7","1.8","3238596","3302727"
"5","Pennsylvania","685990","158407","7.2","1.7","9500485","9776154"
"5","Rhode Island","70115","14780","8.8","1.9","798601","817559"
"5","South Carolina","433214","84738","11.3","2.2","3821626","3969123"
"5","South Dakota","56042","17784","8.9","2.8","628156","642658"
"5","Tennessee","523402","97479","10.2","1.9","5125943","5221475"
"5","Texas","2685300","406252","12.9","2","20816937","21356906"
"5","Utah","184450","45408","8.3","2","2233285","2281207"
"5","Vermont","30718","13288","6.4","2.8","479189","485485"
"5","Virginia","457054","98095","7.2","1.5","6354480","6472737"
"5","Washington","559487","126190","9.6","2.2","5823453","5890357"
"5","West Virginia","166254","38514","12.4","2.8","1343831","1379576"
"5","Wisconsin","325041","111176","7.5","2.6","4328668","4438719"
"5","Wyoming","39230","10866","9.2","2.5","426962","433400"
"5","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","343674","78595","8.3","1.9","4143613","4278111"
"5","Boston-Cambridge-Newton, MA-NH Metro Area","210441","64204","5.6","1.7","3765963","3890353"
"5","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","791005","190377","11.8","2.8","6699561","6970152"
"5","Dallas-Fort Worth-Arlington, TX Metro Area","468937","141509","8.1","2.3","5771999","5899479"
"5","Detroit-Warren-Dearborn, MI Metro Area","461098","79098","13.3","2.3","3460057","3532103"
"5","Houston-The Woodlands-Sugar Land, TX Metro Area","726557","199626","12.9","3.4","5611380","5742798"
"5","Los Angeles-Long Beach-Anaheim, CA Metro Area","1005284","238365","9.5","2.3","10610410","11017907"
"5","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","760375","164636","17.1","3.3","4455911","4590306"
"5","New York-Newark-Jersey City, NY-NJ-PA Metro Area","1572338","413183","11.4","2.9","13811919","14303693"
"5","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","431164","111143","9.2","2.4","4671199","4793430"
