state,overall_score,food_score,expenses_score,violent_crime_score,Number_!!food,Margin of Error +/-_!!food,Percent_avg_!!food,MOE +/-_!!food,Measure Universe_!!food,Total Population age 18+_!!food,Percent_wk1_!!food,percent_over_wk1_!!food,state_!!food,std_dev_!!food,zscore_!!food,percentile_!!food,score_!!food,Number_!!expenses,Margin of Error +/-_!!expenses,Percent_avg_!!expenses,MOE +/-_!!expenses,Measure Universe_!!expenses,Total Population age 18+_!!expenses,Percent_wk1_!!expenses,percent_over_wk1_!!expenses,state_!!expenses,std_dev_!!expenses,zscore_!!expenses,percentile_!!expenses,score_!!expenses,population_19_!!violent_crime,year_19_!!violent_crime,violent_crime_19_!!violent_crime,violent_crime_20_!!violent_crime,crimes_per_100k_19_!!violent_crime,crimes_per_100k_20_!!violent_crime,change_19_20_raw_!!violent_crime,state_!!violent_crime,std_dev_!!violent_crime,zscore_!!violent_crime,percentile_!!violent_crime,score_!!violent_crime
OK,38.864091540126466,5.06900839756466,17.967081392861683,15.828001749700123,317322.1842105263,75671.94736842105,12.052631578947368,2.857894736842105,2636242.3684210526,2924434.3157894737,8.5,1.4179566563467492,OK,0.2813963782595026,1.027594730138995,0.15207025207901004,5.06900839756466,964632.6923076923,104323.15384615384,35.21923076923077,3.7,2736093.8076923075,2928125.846153846,36.1,0.9756019603665033,OK,0.06565716671184925,-0.09794607240743912,0.5390124423248629,17.967081392861683,3960676.0,2019.0,17279.0,18255.0,436.26391050416646,458.57812395199636,1.0564847502749002,OK,0.09538948315591335,0.06310849979948463,0.47484005296584375,15.828001749700123
NH,35.01455772045702,4.695789572660557,0.3898218803559586,29.928946267440505,66011.84210526316,22723.57894736842,6.728947368421053,2.2973684210526315,983497.6052631579,1075500.2105263157,4.7,1.4316909294512876,NH,0.2813963782595026,1.0764022989836541,0.1408736873206904,4.695789572660557,244114.6923076923,35313.230769230766,23.861538461538462,3.4038461538461537,1020851.2692307692,1076647.6923076923,21.1,1.1308786000729127,NH,0.06565716671184925,2.2670149437733955,0.011694656422373415,0.3898218803559586,1360783.0,2019.0,2152.0,2000.0,158.14424489429982,146.38341475910778,0.929368029739777,NH,0.09538948315591335,-1.2694987890706309,0.8978683889210836,29.928946267440505
TN,32.424332948685745,24.497831576283804,1.4293049234838806,6.497196448918059,518334.34210526315,119794.07894736843,11.044736842105262,2.518421052631579,4685014.184210527,5239723.2105263155,11.6,0.9521324863883847,TN,0.2813963782595026,-0.6278074212304992,0.734934948023449,24.497831576283804,1572416.0,173759.73076923078,32.18846153846154,3.4384615384615387,4881276.807692308,5248145.461538462,29.4,1.0948456305599163,TN,0.06565716671184925,1.7182101244741574,0.04287914774739557,1.4293049234838806,6830325.0,2019.0,40908.0,46328.0,598.9173282384074,672.7038868658661,1.1324924220201427,TN,0.09538948315591335,0.8599224590596323,0.19491589366245765,6.497196448918059
GA,31.95680456291079,19.871127132181016,11.224527195375657,0.8611502353541163,842659.4736842106,196067.84210526315,11.98157894736842,2.736842105263158,7034678.342105263,7980437.736842105,11.3,1.060316721006055,GA,0.2813963782595026,-0.2433524567181159,0.5961338145615643,19.871127132181016,2539617.6923076925,265797.1538461539,34.43076923076923,3.4846153846153842,7361573.153846154,7991724.538461538,34.1,1.0096999774419129,GA,0.06565716671184925,0.4213882026315093,0.3367358161980055,11.224527195375657,10628020.0,2019.0,34666.0,42850.0,326.17552469792116,400.09273561377165,1.2360814631050596,GA,0.09538948315591335,1.9458811796410354,0.025834507086457997,0.8611502353541163
ND,29.060662959780313,1.0385239278038467e-05,18.23768659386918,10.822965980671853,41428.94736842105,15906.973684210527,8.1,3.0921052631578947,510383.0789473684,560860.947368421,3.2,2.5312499999999996,ND,0.2813963782595026,4.983911973947214,3.115571786527112e-07,1.0385239278038467e-05,130463.07692307692,22346.076923076922,24.746153846153845,4.203846153846154,526450.0,560789.3846153846,25.4,0.9742580254391279,ND,0.06565716671184925,-0.1184150477635269,0.5471305983632061,18.23768659386918,763724.0,2019.0,2302.0,2518.0,301.417789672709,329.0174295611315,1.0938314509122502,ND,0.09538948315591335,0.4546265099799899,0.32468897974484456,10.822965980671853
NC,28.65624103043217,8.580514197056722,12.05167535655099,8.024051476824459,738629.5789473684,187003.34210526315,10.234210526315788,2.5657894736842106,7193055.078947368,8050370.842105263,7.8,1.3120782726045883,NC,0.2813963782595026,0.6513340817360498,0.2574154261691171,8.580514197056722,2304597.5384615385,280294.6538461539,30.661538461538463,3.603846153846154,7500703.5,8065511.538461538,30.5,1.0052963430012611,NC,0.06565716671184925,0.35431807668504506,0.36155026105807997,12.05167535655099,10501384.0,2019.0,39773.0,44451.0,378.74055457832986,419.31650023776456,1.1176174791944284,NC,0.09538948315591335,0.7039834358719163,0.2407215445454553,8.024051476824459
AR,26.059555194973992,21.76812689930799,0.1453838142128003,4.1460444814532025,246701.47368421053,57738.02631578947,12.31842105263158,2.873684210526316,2006663.3421052631,2252321.736842105,12.1,1.018051326663767,AR,0.2813963782595026,-0.3935512425152485,0.6530438076322835,21.76812689930799,724209.0,86659.38461538461,34.396153846153844,4.053846153846154,2103745.0384615385,2254996.230769231,29.8,1.1542333505420752,AR,0.06565716671184925,2.6227225022743568,0.004361514430745524,0.1453838142128003,3020985.0,2019.0,17547.0,20363.0,580.8370448711265,671.9304463059499,1.1604832734940447,AR,0.09538948315591335,1.1533599591680161,0.1243813345679774,4.1460444814532025
SD,24.796051963318057,1.2280433753220956,23.216897033698466,0.3511115542974946,49086.39473684211,17819.473684210527,8.323684210526316,2.9921052631578946,588139.9736842106,644454.8421052631,5.1,1.6320949432404543,SD,0.2813963782595026,1.7885792467777546,0.03684130129650417,1.2280433753220956,145681.34615384616,24463.423076923078,23.896153846153844,3.9884615384615385,608872.7692307692,645284.1538461539,25.2,0.9482600732600732,SD,0.06565716671184925,-0.5143802329984049,0.6965069117074609,23.216897033698466,887127.0,2019.0,3523.0,4476.0,397.1246506982653,501.39069828400267,1.2705080896962815,SD,0.09538948315591335,2.3067870725365007,0.010533346639458183,0.3511115542974946
WV,23.696733241611323,3.9253415707410975,10.840453441854246,8.930938229015979,137624.86842105264,41069.23684210526,11.11578947368421,3.2789473684210524,1235913.2105263157,1378901.7894736843,7.6,1.4626038781163435,WV,0.2813963782595026,1.1862578303741402,0.11776024723999318,3.9253415707410975,405339.6538461539,59549.42307692308,31.365384615384617,4.519230769230769,1290486.2307692308,1378590.6153846155,31.0,1.0117866004962779,WV,0.06565716671184925,0.45316878590770543,0.325213603580841,10.840453441854246,1795263.0,2019.0,5725.0,6352.0,318.89478031909533,355.8968100955464,1.1095196506550218,WV,0.09538948315591335,0.6190911786597577,0.2679281471384075,8.930938229015979
MS,20.97971545757332,11.627079772397813,0.5256504695881186,8.826985215587388,293315.5,72329.28947368421,15.228947368421053,3.6999999999999997,1915266.4473684211,2188612.4210526315,12.3,1.2381258023106547,MS,0.2813963782595026,0.3885287437592585,0.3488123935207468,11.627079772397813,790302.6153846154,100766.61538461539,39.2,4.8076923076923075,2013733.3846153845,2188124.3076923075,34.9,1.1232091690544415,MS,0.06565716671184925,2.1502046791433327,0.01576951410341307,0.5256504695881186,2978227.0,2019.0,7779.0,8638.0,261.1956711157343,291.1568276242371,1.1104255045635685,MS,0.09538948315591335,0.6285875495234732,0.26480955673243123,8.826985215587388
WY,17.98728335941532,1.9437350236604756,5.2197940135604775,10.823754322194366,34504.28947368421,12193.342105263158,8.636842105263158,3.018421052631579,399527.63157894736,435019.05263157893,5.5,1.570334928229665,WY,0.2813963782595026,1.569102310390768,0.05831205076812632,1.9437350236604756,118933.84615384616,18980.653846153848,28.826923076923077,4.523076923076923,412100.8076923077,435766.3076923077,27.5,1.0482517482517482,WY,0.06565716671184925,1.008555952026303,0.15659382056340815,5.2197940135604775,580116.0,2019.0,1247.0,1364.0,214.95700859828034,234.2322539874435,1.0938251804330392,WY,0.09538948315591335,0.45456077443972354,0.3247126299905436,10.823754322194366
