state,overall_score,food_score,expenses_score,violent_crime_score,Number_!!food,Margin of Error +/-_!!food,Percent_avg_!!food,MOE +/-_!!food,Measure Universe_!!food,Total Population age 18+_!!food,Percent_wk1_!!food,percent_over_wk1_!!food,state_!!food,std_dev_!!food,zscore_!!food,percentile_!!food,score_!!food,Number_!!expenses,Margin of Error +/-_!!expenses,Percent_avg_!!expenses,MOE +/-_!!expenses,Measure Universe_!!expenses,Total Population age 18+_!!expenses,Percent_wk1_!!expenses,percent_over_wk1_!!expenses,state_!!expenses,std_dev_!!expenses,zscore_!!expenses,percentile_!!expenses,score_!!expenses,population_19_!!violent_crime,year_19_!!violent_crime,violent_crime_19_!!violent_crime,violent_crime_20_!!violent_crime,crimes_per_100k_19_!!violent_crime,crimes_per_100k_20_!!violent_crime,change_19_20_raw_!!violent_crime,state_!!violent_crime,std_dev_!!violent_crime,zscore_!!violent_crime,percentile_!!violent_crime,score_!!violent_crime
OR,53.95420542960713,9.821891249839428,20.7257061097951,23.4066080699726,269205.63157894736,57237.97368421053,8.836842105263159,1.8605263157894738,3043526.0789473685,3310320.789473684,6.9,1.280701754385965,OR,0.2813963782595026,0.5398311604380076,0.2946567377898396,9.821891249839428,883645.1538461539,83120.5,28.08076923076923,2.603846153846154,3141129.0,3313825.6153846155,29.2,0.9616701791359326,OR,0.06565716671184925,-0.31013587480499544,0.6217711839156242,20.7257061097951,4216116.0,2019.0,12382.0,12380.0,293.6826216356476,291.8773916912079,0.9998384752059442,OR,0.09538948315591335,-0.5307334332401162,0.7021982428013762,23.4066080699726
AZ,53.77536733467768,21.790313535357864,22.357521787145657,9.627532012174154,496599.2631578947,112628.86842105263,9.76842105263158,2.1710526315789473,5088580.763157895,5646733.578947368,9.6,1.0175438596491229,AZ,0.2813963782595026,-0.39535463109396046,0.6537094067144453,21.790313535357864,1644789.1153846155,171754.07692307694,30.97307692307692,3.1384615384615384,5305293.884615385,5669563.846153846,32.5,0.9530177514792899,AZ,0.06565716671184925,-0.4419177973271126,0.6707256542850953,22.357521787145657,7291843.0,2019.0,32603.0,35980.0,447.1160445994243,484.8141206761365,1.1035794252062694,AZ,0.09538948315591335,0.5568177995384647,0.2888259606540506,9.627532012174154
DE,50.90757401667062,29.535404563542,2.2104719131276553,19.16169754000097,63470.34210526316,19508.105263157893,9.31578947368421,2.8394736842105264,680276.2105263158,758818.3684210526,11.8,0.7894736842105263,DE,0.2813963782595026,-1.205848983755,0.8860621377923221,29.535404563542,207714.57692307694,29370.73076923077,29.180769230769233,4.053846153846154,710771.1153846154,760748.2307692308,27.0,1.080769230769231,DE,0.06565716671184925,1.5038176903250755,0.06631415746014382,2.2104719131276553,976668.0,2019.0,4128.0,4262.0,422.66153902861566,431.89715537657236,1.0324612403100775,DE,0.09538948315591335,-0.18873802635850373,0.57485092677488,19.16169754000097
MN,50.28976130500217,24.80190073124505,22.106343342745188,3.38151723101194,243896.47368421053,68907.55263157895,6.326315789473685,1.7710526315789472,3856005.210526316,4244321.157894737,6.7,0.9442262372348783,MN,0.2813963782595026,-0.6559039063466482,0.7440570226814085,24.80190073124505,885066.5384615385,108841.53846153847,22.046153846153842,2.6846153846153844,4001239.0,4245566.0,23.1,0.9543789543789541,MN,0.06565716671184925,-0.42118581987767173,0.663190300945546,22.106343342745188,5640053.0,2019.0,13395.0,15698.0,237.4977681947315,277.48013112871735,1.1719298245614036,MN,0.09538948315591335,1.2733579997135303,0.10144551703180371,3.38151723101194
KS,50.0945607367038,9.082044161168518,24.085716986051583,16.92679958948369,170570.52631578947,40940.52631578947,8.83421052631579,2.1,1935373.605263158,2142715.0,6.8,1.2991486068111455,KS,0.2813963782595026,0.6053858507267683,0.27246132510751686,9.082044161168518,536563.8461538461,63596.61538461538,26.6,3.103846153846154,2012932.576923077,2143526.3846153845,28.2,0.9432624113475178,KS,0.06565716671184925,-0.5904977714613238,0.722571510304119,24.085716986051583,2912635.0,2019.0,11811.0,12385.0,405.50910086571093,425.0456018848207,1.0485987638641945,KS,0.09538948315591335,-0.01956294520474211,0.5078039881923146,16.92679958948369
NY,50.024813691737066,16.129449119560363,10.645027362341697,23.250337209835003,1405932.7368421052,333630.0,10.831578947368422,2.5289473684210524,12951337.684210526,14805359.157894736,9.5,1.1401662049861496,NY,0.2813963782595026,0.04040913422339175,0.4838834740706944,16.129449119560363,4518830.230769231,470641.76923076925,33.01923076923077,3.326923076923077,13623665.346153846,14786103.384615384,32.6,1.012859839546956,NY,0.06565716671184925,0.46951489257703777,0.31935082118960173,10.645027362341697,19463131.0,2019.0,70260.0,70339.0,360.9902230016332,363.757639846477,1.0011243951038997,NY,0.09538948315591335,-0.5172527029183706,0.6975101169925602,23.250337209835003
IA,49.71717455157355,14.466630843494723,19.449789962965607,15.80075374511322,172947.18421052632,48094.97368421053,8.228947368421052,2.2657894736842104,2113002.9210526315,2345055.210526316,7.0,1.175563909774436,IA,0.2813963782595026,0.16620217039261592,0.43399892573884064,14.466630843494723,568365.8461538461,72854.80769230769,25.753846153846155,3.2576923076923077,2201847.5384615385,2346047.6153846155,26.6,0.9681897050318102,IA,0.06565716671184925,-0.21083938940394192,0.5834936994724619,19.449789962965607,3159596.0,2019.0,9086.0,9601.0,287.5684106449052,303.48711467868014,1.0566806075280653,IA,0.09538948315591335,0.065161737186723,0.4740226128274192,15.80075374511322
NE,48.85977096049455,23.46729958680707,15.277260639559499,10.115210734127983,107950.63157894737,29596.342105263157,8.410526315789474,2.281578947368421,1285029.3684210526,1419025.9473684211,8.6,0.97796817625459,NE,0.2813963782595026,-0.5359949749367527,0.7040189883082311,23.46729958680707,342478.46153846156,42500.53846153846,25.71153846153846,3.1538461538461537,1330269.076923077,1419411.3076923077,26.0,0.988905325443787,NE,0.06565716671184925,0.10467255619815394,0.45831781964510276,15.277260639559499,1932571.0,2019.0,5887.0,6473.0,304.6201148625329,334.08135626811566,1.0995413623237642,NE,0.09538948315591335,0.5144854296701322,0.3034563223272958,10.115210734127983
TX,47.88361356190411,20.494610916483825,13.71927752044583,13.669725124974457,2435536.6578947366,390513.9210526316,12.873684210526315,2.031578947368421,18887130.842105262,21461573.789473683,12.3,1.0466409927257165,TX,0.2813963782595026,-0.29195197446928844,0.6148383281093531,20.494610916483825,7159624.538461538,537950.7692307692,36.080769230769235,2.5653846153846156,19796560.923076924,21509882.0,36.2,0.9967063323416915,TX,0.06565716671184925,0.22348680433866452,0.41157832602495326,13.71927752044583,28986794.0,2019.0,122263.0,131084.0,421.7886255375465,446.4598479896245,1.0721477470698413,TX,0.09538948315591335,0.2273089575096921,0.4100917541593255,13.669725124974457
SC,47.841126336422846,22.863840170103252,8.60958427581528,16.367701890504318,409560.0789473684,107932.28947368421,11.513157894736842,3.0105263157894737,3548949.8421052634,3989355.6315789474,11.6,0.9925136116152451,SC,0.2813963782595026,-0.48430477390921367,0.6859152057890128,22.863840170103252,1194147.3846153845,150882.57692307694,32.17307692307692,3.965384615384615,3704369.0,3998693.769230769,31.4,1.0246202841744243,SC,0.06565716671184925,0.6486338709984134,0.25828752853274595,8.60958427581528,5157702.0,2019.0,26307.0,27691.0,510.05273278681085,530.6781856789139,1.0526095715969133,SC,0.09538948315591335,0.02248369977144616,0.49103105720616064,16.367701890504318
UT,47.50173676886665,14.990156127574465,24.350941997754322,8.160638643537862,150290.7105263158,38336.68421052631,7.102631578947368,1.7894736842105263,2112626.4736842103,2294721.210526316,6.1,1.1643658326143227,UT,0.2813963782595026,0.12640749631267306,0.44970468427693866,14.990156127574465,514756.92307692306,55562.730769230766,23.542307692307695,2.5,2186051.9615384615,2300958.5384615385,25.0,0.9416923076923078,UT,0.06565716671184925,-0.6144114389837234,0.7305282606631579,24.350941997754322,3203383.0,2019.0,7588.0,8471.0,236.87457915584866,260.65585826426155,1.1163679493937797,UT,0.09538948315591335,0.6908841951662464,0.244819159550955,8.160638643537862
MT,45.588831466192374,15.789581409138522,23.567753748219225,6.231496308834628,61003.97368421053,20734.36842105263,8.031578947368422,2.7078947368421056,758513.1842105263,826090.4210526316,7.0,1.1473684210526316,MT,0.2813963782595026,0.06600369272847711,0.47368744274784313,15.789581409138522,202251.73076923078,31229.384615384617,25.73846153846154,3.9153846153846152,785109.3461538461,827884.1538461539,27.2,0.9462669683257919,MT,0.06565716671184925,-0.5447364764078785,0.7070326131536093,23.567753748219225,1070123.0,2019.0,4472.0,5077.0,417.89588673451556,469.8415753805606,1.1352862254025045,MT,0.09538948315591335,0.8892108385531593,0.18694488945198373,6.231496308834628
KY,45.21981658674906,22.969837216238428,19.057257929360823,3.1927214411498155,335657.8947368421,90044.23684210527,11.186842105263159,2.960526315789474,2996945.8157894737,3348533.4736842103,11.3,0.9899860270144387,KY,0.2813963782595026,-0.49328706649037635,0.6890951171762479,22.969837216238428,972679.6923076923,123976.96153846153,31.142307692307693,3.8653846153846154,3115884.230769231,3350578.769230769,32.1,0.9701653486700216,KY,0.06565716671184925,-0.18074909253076302,0.5717177384525425,19.057257929360823,4472345.0,2019.0,9872.0,11600.0,220.73431275986087,259.08755171421035,1.1750405186385737,KY,0.09538948315591335,1.3059684508267386,0.09578164333027611,3.1927214411498155
AK,43.211170736995115,10.03112076028129,6.049056705930349,27.130993270783478,45554.60526315789,11394.236842105263,9.439473684210526,2.3394736842105264,484198.36842105264,525045.947368421,7.4,1.2756045519203414,AK,0.2813963782595026,0.521717201412839,0.30093362310937233,10.03112076028129,151397.65384615384,16036.192307692309,30.315384615384616,3.1846153846153844,498943.96153846156,525101.7692307692,29.1,1.041765794343114,AK,0.06565716671184925,0.9097707891346544,0.18147170135938218,6.049056705930349,733603.0,2019.0,6346.0,6126.0,865.0455355280717,837.8490011734809,0.965332492908919,AK,0.09538948315591335,-0.8924712386607141,0.8139297989374341,27.130993270783478
PA,41.75595515861795,28.396849458374394,13.017802744544587,0.3413029556989741,763517.6315789474,173418.57894736843,8.765789473684212,1.9815789473684209,8688185.342105264,9771212.210526315,10.5,0.8348370927318297,PA,0.2813963782595026,-1.0446407663575838,0.8519054846031373,28.396849458374394,2495610.6153846155,265659.53846153844,27.407692307692308,2.853846153846154,9083783.346153846,9768931.384615384,27.4,1.0002807411566537,PA,0.06565716671184925,0.2779273017583788,0.39053408272687173,13.017802744544587,12798883.0,2019.0,39160.0,49793.0,305.9642001571543,389.5174108251311,1.2715270684371809,PA,0.09538948315591335,2.317469369024405,0.010239088681208312,0.3413029556989741
ID,39.772298793890954,22.575542025008072,2.5310437254620335,14.66571304342085,97535.15789473684,26588.157894736843,7.894736842105263,2.126315789473684,1238725.5,1355748.105263158,7.9,0.9993337774816788,ID,0.2813963782595026,-0.46006790949532905,0.6772662614275085,22.575542025008072,330228.3461538461,41572.0,25.71923076923077,3.1846153846153844,1283502.2307692308,1361540.4615384615,23.9,1.076118442227229,ID,0.06565716671184925,1.432983251757037,0.07593131183979232,2.5310437254620335,1789060.0,2019.0,4162.0,4432.0,232.63613294132114,242.59502231359676,1.0648726573762615,ID,0.09538948315591335,0.15104174803452658,0.43997139174259686,14.66571304342085
WI,39.719965780292995,25.362369868382466,3.037921486440798,11.319674425469731,288190.2368421053,83493.21052631579,7.155263157894736,2.0473684210526315,4018332.3421052634,4443775.421052632,7.7,0.9292549555707449,WI,0.2813963782595026,-0.7091074399412666,0.7608710968123451,25.362369868382466,1008422.8461538461,127677.07692307692,24.173076923076923,2.996153846153846,4161471.0,4446109.153846154,22.6,1.0696051735874743,WI,0.06565716671184925,1.3337820683075658,0.09113764468436159,3.037921486440798,5824581.0,2019.0,17305.0,18861.0,297.10291607241794,323.36903177026585,1.0899162091880958,WI,0.09538948315591335,0.41358171557896634,0.3395902331036822,11.319674425469731
